project,option,vendor_raw,vendor_normalized,trade,source_type,source_path,locator,file_ext,file_size_bytes,status,notes,pdf_proof_bucket,role,pdf_role,bucket,proof_bucket
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 23 PM","Photo Nov 11 2025, 1 34 23 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 23 PM.jpg",TBD,.jpg,2510008,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 23 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 24 PM","Photo Nov 11 2025, 1 34 24 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 24 PM.jpg",TBD,.jpg,2611859,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 24 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 26 PM","Photo Nov 11 2025, 1 34 26 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 26 PM.jpg",TBD,.jpg,2583471,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 26 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 27 PM","Photo Nov 11 2025, 1 34 27 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 27 PM.jpg",TBD,.jpg,2674797,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 27 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 29 PM","Photo Nov 11 2025, 1 34 29 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 29 PM.jpg",TBD,.jpg,2677868,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 29 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 30 PM","Photo Nov 11 2025, 1 34 30 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 30 PM.jpg",TBD,.jpg,2533452,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 30 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 31 PM","Photo Nov 11 2025, 1 34 31 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 31 PM.jpg",TBD,.jpg,2918310,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 31 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 32 PM","Photo Nov 11 2025, 1 34 32 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 32 PM.jpg",TBD,.jpg,2747256,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 32 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 33 PM","Photo Nov 11 2025, 1 34 33 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 33 PM.jpg",TBD,.jpg,2768610,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 33 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 35 PM","Photo Nov 11 2025, 1 34 35 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 35 PM.jpg",TBD,.jpg,2694044,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 35 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 37 PM","Photo Nov 11 2025, 1 34 37 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 37 PM.jpg",TBD,.jpg,2618183,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 37 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 41 PM","Photo Nov 11 2025, 1 34 41 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 41 PM.jpg",TBD,.jpg,2458527,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 41 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 42 PM","Photo Nov 11 2025, 1 34 42 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 42 PM.jpg",TBD,.jpg,2393203,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 42 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 43 PM","Photo Nov 11 2025, 1 34 43 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 43 PM.jpg",TBD,.jpg,2408092,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 43 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 45 PM","Photo Nov 11 2025, 1 34 45 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 45 PM.jpg",TBD,.jpg,2690478,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 45 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 47 PM","Photo Nov 11 2025, 1 34 47 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 47 PM.jpg",TBD,.jpg,2699014,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 47 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 48 PM","Photo Nov 11 2025, 1 34 48 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 48 PM.jpg",TBD,.jpg,2476367,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 48 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 34 52 PM","Photo Nov 11 2025, 1 34 52 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 34 52 PM.jpg",TBD,.jpg,2679313,UNKNOWN,"photos/Photo Nov 11 2025, 1 34 52 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 00 PM","Photo Nov 11 2025, 1 35 00 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 00 PM.jpg",TBD,.jpg,2512505,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 00 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 01 PM","Photo Nov 11 2025, 1 35 01 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 01 PM.jpg",TBD,.jpg,2728011,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 01 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 03 PM","Photo Nov 11 2025, 1 35 03 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 03 PM.jpg",TBD,.jpg,2571900,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 03 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 04 PM","Photo Nov 11 2025, 1 35 04 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 04 PM.jpg",TBD,.jpg,2292607,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 04 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 10 PM","Photo Nov 11 2025, 1 35 10 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 10 PM.jpg",TBD,.jpg,2508911,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 10 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 13 PM","Photo Nov 11 2025, 1 35 13 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 13 PM.jpg",TBD,.jpg,1454173,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 13 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 21 PM","Photo Nov 11 2025, 1 35 21 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 21 PM.jpg",TBD,.jpg,2112139,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 21 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 23 PM","Photo Nov 11 2025, 1 35 23 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 23 PM.jpg",TBD,.jpg,2373438,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 23 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 25 PM","Photo Nov 11 2025, 1 35 25 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 25 PM.jpg",TBD,.jpg,2233986,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 25 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 27 PM","Photo Nov 11 2025, 1 35 27 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 27 PM.jpg",TBD,.jpg,2255209,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 27 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 31 PM","Photo Nov 11 2025, 1 35 31 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 31 PM.jpg",TBD,.jpg,2208610,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 31 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 33 PM","Photo Nov 11 2025, 1 35 33 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 33 PM.jpg",TBD,.jpg,1577723,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 33 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 35 PM","Photo Nov 11 2025, 1 35 35 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 35 PM.jpg",TBD,.jpg,1307057,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 35 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 37 PM","Photo Nov 11 2025, 1 35 37 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 37 PM.jpg",TBD,.jpg,2141064,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 37 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 40 PM","Photo Nov 11 2025, 1 35 40 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 40 PM.jpg",TBD,.jpg,1344490,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 40 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 44 PM","Photo Nov 11 2025, 1 35 44 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 44 PM.jpg",TBD,.jpg,1493637,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 44 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 46 PM","Photo Nov 11 2025, 1 35 46 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 46 PM.jpg",TBD,.jpg,1892037,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 46 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 48 PM","Photo Nov 11 2025, 1 35 48 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 48 PM.jpg",TBD,.jpg,2243394,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 48 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 50 PM","Photo Nov 11 2025, 1 35 50 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 50 PM.jpg",TBD,.jpg,2437613,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 50 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 52 PM","Photo Nov 11 2025, 1 35 52 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 52 PM.jpg",TBD,.jpg,2538607,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 52 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 54 PM","Photo Nov 11 2025, 1 35 54 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 54 PM.jpg",TBD,.jpg,2372662,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 54 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 35 55 PM","Photo Nov 11 2025, 1 35 55 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 35 55 PM.jpg",TBD,.jpg,2393365,UNKNOWN,"photos/Photo Nov 11 2025, 1 35 55 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 36 14 PM","Photo Nov 11 2025, 1 36 14 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 36 14 PM.jpg",TBD,.jpg,2143581,UNKNOWN,"photos/Photo Nov 11 2025, 1 36 14 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 36 36 PM","Photo Nov 11 2025, 1 36 36 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 36 36 PM.jpg",TBD,.jpg,2738115,UNKNOWN,"photos/Photo Nov 11 2025, 1 36 36 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 36 39 PM","Photo Nov 11 2025, 1 36 39 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 36 39 PM.jpg",TBD,.jpg,1743433,UNKNOWN,"photos/Photo Nov 11 2025, 1 36 39 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 36 41 PM","Photo Nov 11 2025, 1 36 41 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 36 41 PM.jpg",TBD,.jpg,2720736,UNKNOWN,"photos/Photo Nov 11 2025, 1 36 41 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 36 57 PM","Photo Nov 11 2025, 1 36 57 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 36 57 PM.jpg",TBD,.jpg,2472615,UNKNOWN,"photos/Photo Nov 11 2025, 1 36 57 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 36 59 PM","Photo Nov 11 2025, 1 36 59 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 36 59 PM.jpg",TBD,.jpg,2769085,UNKNOWN,"photos/Photo Nov 11 2025, 1 36 59 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 03 PM","Photo Nov 11 2025, 1 37 03 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 03 PM.jpg",TBD,.jpg,2332451,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 03 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 05 PM","Photo Nov 11 2025, 1 37 05 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 05 PM.jpg",TBD,.jpg,2507624,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 05 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 13 PM","Photo Nov 11 2025, 1 37 13 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 13 PM.jpg",TBD,.jpg,2712667,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 13 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 16 PM","Photo Nov 11 2025, 1 37 16 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 16 PM.jpg",TBD,.jpg,2361808,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 16 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 23 PM","Photo Nov 11 2025, 1 37 23 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 23 PM.jpg",TBD,.jpg,3227377,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 23 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 25 PM","Photo Nov 11 2025, 1 37 25 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 25 PM.jpg",TBD,.jpg,2624231,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 25 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
