project,option,vendor_raw,vendor_normalized,trade,source_type,source_path,locator,file_ext,file_size_bytes,status,notes
C4WLS - St. Francis,unknown,IMG 6934,IMG 6934,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6934.HEIC,TBD,.heic,2896867,unparsed,sub email/PHOTOS (1)/IMG_6934.HEIC
C4WLS - St. Francis,unknown,IMG 6935,IMG 6935,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6935.HEIC,TBD,.heic,2961921,unparsed,PHOTOS/IMG_6935.HEIC
C4WLS - St. Francis,unknown,IMG 6935,IMG 6935,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6935.HEIC,TBD,.heic,2961921,unparsed,sub email/PHOTOS (1)/IMG_6935.HEIC
C4WLS - St. Francis,unknown,IMG 6936,IMG 6936,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6936.HEIC,TBD,.heic,4928205,unparsed,PHOTOS/IMG_6936.HEIC
C4WLS - St. Francis,unknown,IMG 6936,IMG 6936,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6936.HEIC,TBD,.heic,4928205,unparsed,sub email/PHOTOS (1)/IMG_6936.HEIC
C4WLS - St. Francis,unknown,IMG 6937,IMG 6937,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6937.HEIC,TBD,.heic,3075889,unparsed,PHOTOS/IMG_6937.HEIC
C4WLS - St. Francis,unknown,IMG 6937,IMG 6937,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6937.HEIC,TBD,.heic,3075889,unparsed,sub email/PHOTOS (1)/IMG_6937.HEIC
C4WLS - St. Francis,unknown,IMG 6938,IMG 6938,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6938.HEIC,TBD,.heic,3171336,unparsed,PHOTOS/IMG_6938.HEIC
C4WLS - St. Francis,unknown,IMG 6938,IMG 6938,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6938.HEIC,TBD,.heic,3171336,unparsed,sub email/PHOTOS (1)/IMG_6938.HEIC
C4WLS - St. Francis,unknown,IMG 6939,IMG 6939,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6939.HEIC,TBD,.heic,2565781,unparsed,PHOTOS/IMG_6939.HEIC
C4WLS - St. Francis,unknown,IMG 6939,IMG 6939,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6939.HEIC,TBD,.heic,2565781,unparsed,sub email/PHOTOS (1)/IMG_6939.HEIC
C4WLS - St. Francis,unknown,IMG 6940,IMG 6940,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6940.HEIC,TBD,.heic,2931885,unparsed,PHOTOS/IMG_6940.HEIC
C4WLS - St. Francis,unknown,IMG 6940,IMG 6940,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6940.HEIC,TBD,.heic,2931885,unparsed,sub email/PHOTOS (1)/IMG_6940.HEIC
C4WLS - St. Francis,unknown,IMG 6941,IMG 6941,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6941.HEIC,TBD,.heic,2597373,unparsed,PHOTOS/IMG_6941.HEIC
C4WLS - St. Francis,unknown,IMG 6941,IMG 6941,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6941.HEIC,TBD,.heic,2597373,unparsed,sub email/PHOTOS (1)/IMG_6941.HEIC
C4WLS - St. Francis,unknown,IMG 6942,IMG 6942,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6942.HEIC,TBD,.heic,2347523,unparsed,PHOTOS/IMG_6942.HEIC
C4WLS - St. Francis,unknown,IMG 6942,IMG 6942,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6942.HEIC,TBD,.heic,2347523,unparsed,sub email/PHOTOS (1)/IMG_6942.HEIC
C4WLS - St. Francis,unknown,IMG 6943,IMG 6943,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/PHOTOS/IMG_6943.HEIC,TBD,.heic,2464216,unparsed,PHOTOS/IMG_6943.HEIC
C4WLS - St. Francis,unknown,IMG 6943,IMG 6943,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/sub email/PHOTOS (1)/IMG_6943.HEIC,TBD,.heic,2464216,unparsed,sub email/PHOTOS (1)/IMG_6943.HEIC
C4WLS - St. Francis,unknown,Scope Details,Scope Details,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/C4WLS  St. Francis/Scope Details.docx,TBD,.docx,19582,unparsed,Scope Details.docx
