project,option,vendor_raw,vendor_normalized,trade,source_type,source_path,locator,file_ext,file_size_bytes,status,notes,pdf_proof_bucket,doc_role
Kite - Sierra Trading Lakewood,unknown,Archer Construction,Archer Construction,unknown,bid_pdf,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/Archer Construction.pdf,TBD,.pdf,242630,unparsed,Sub Bids/Archer Construction.pdf,QUOTE_APPROVED,QUOTE
Kite - Sierra Trading Lakewood,unknown,B&H Fire,B&H Fire,unknown,bid_pdf,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/B&H Fire.pdf,TBD,.pdf,165048,unparsed,Sub Bids/B&H Fire.pdf,QUOTE_APPROVED,QUOTE
Kite - Sierra Trading Lakewood,unknown,Evergreen Refer,Evergreen Refer,unknown,bid_pdf,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/Evergreen Refer.pdf,TBD,.pdf,305090,unparsed,Sub Bids/Evergreen Refer.pdf,QUOTE_APPROVED,QUOTE
Kite - Sierra Trading Lakewood,unknown,NW Handling,NW Handling,unknown,bid_pdf,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/NW Handling.pdf,TBD,.pdf,346763,unparsed,Sub Bids/NW Handling.pdf,QUOTE_APPROVED,QUOTE
Kite - Sierra Trading Lakewood,unknown,Olsen Electric,Olsen Electric,unknown,bid_pdf,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/Olsen Electric.pdf,TBD,.pdf,193560,unparsed,Sub Bids/Olsen Electric.pdf,QUOTE_APPROVED,QUOTE
Kite - Sierra Trading Lakewood,unknown,Olympic Interiors,Olympic Interiors,unknown,bid_pdf,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/Olympic Interiors.pdf,TBD,.pdf,63586,unparsed,Sub Bids/Olympic Interiors.pdf,QUOTE_APPROVED,QUOTE
Kite - Sierra Trading Lakewood,unknown,Range Electric,Range Electric,unknown,bid_pdf,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/Range Electric.pdf,TBD,.pdf,643913,unparsed,Sub Bids/Range Electric.pdf,QUOTE_APPROVED,QUOTE
Kite - Sierra Trading Lakewood,unknown,Universal Refer,Universal Refer,unknown,bid_pdf,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/Universal Refer.pdf,TBD,.pdf,107605,unparsed,Sub Bids/Universal Refer.pdf,QUOTE_APPROVED,QUOTE
